Sub-region	colors	Genetic ID	Publication	YBP	Group ID	Country	Lat.	Long.	Molecular Sex	x	y
Africa Northern	#fca082	HGDP01263	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.132257	5.498951
Africa Northern	#fca082	HGDP01282	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.130079	5.9475045
Africa Northern	#fca082	Egypt8	LazaridisNature2014	0.0	Ignore_Egyptian	Egypt	30.173625	31.234131	M	12.174927	6.422984
Africa Northern	#fca082	Egypt7	LazaridisNature2014	0.0	Egyptian	Egypt	30.173625	31.234131	M	12.148276	5.317366
Africa Northern	#fca082	KHN_074	LazaridisNature2014	0.0	Shaigi.WGA	Sudan	15.6	32.5	M	12.149967	5.3188114
Africa Northern	#fca082	KHN_069	LazaridisNature2014	0.0	Shaigi.WGA	Sudan	15.6	32.5	M	12.150188	5.316313
Africa Northern	#fca082	KHN_065	LazaridisNature2014	0.0	Shaigi.WGA	Sudan	15.6	32.5	M	12.126969	5.440885
Africa Northern	#fca082	ALG_LN_204	LazaridisNature2014	0.0	Ain_Touta.WGA	Algeria	35.4	5.9	M	6.465339	-1.4921165
Africa Northern	#fca082	ALG_LN_203	LazaridisNature2014	0.0	Ain_Touta.WGA	Algeria	35.4	5.9	M	6.482017	-1.4984633
Africa Northern	#fca082	ALG_LN_200	LazaridisNature2014	0.0	Ain_Touta.WGA	Algeria	35.4	5.9	M	12.260847	6.943966
Africa Northern	#fca082	BBR033	LazaridisNature2014	0.0	Berber.WGA	Morocco	33.5	5.1	M	12.141887	5.4156327
Africa Northern	#fca082	BBR032	LazaridisNature2014	0.0	Berber.WGA	Morocco	33.5	5.1	M	12.1002445	6.0559893
Africa Northern	#fca082	BBR031	LazaridisNature2014	0.0	Berber.WGA	Morocco	33.5	5.1	M	12.1337595	5.5068293
Africa Northern	#fca082	BBR030	LazaridisNature2014	0.0	Berber.WGA	Morocco	33.5	5.1	M	12.103516	5.866846
Africa Northern	#fca082	HGDP01262	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.122391	6.045147
Africa Northern	#fca082	HGDP01260.SDG	BergstromScience2020	0.0	Ignore_Mozabite.SDG	Algeria	32	3	M	12.136352	6.1299133
Africa Northern	#fca082	HGDP01269.SDG	BergstromScience2020	0.0	Ignore_Mozabite.SDG	Algeria	32	3	M	12.124469	6.0073237
Africa Northern	#fca082	HGDP01280	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	F	12.120861	5.97641
Africa Northern	#fca082	HGDP01261	PattersonGenetics2012	0.0	Ignore_Mozabite	Algeria	32	3	M	12.222756	6.7284517
Africa Northern	#fca082	HGDP01258	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.108822	5.9249434
Africa Northern	#fca082	HGDP01259	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.126676	6.084951
Africa Northern	#fca082	HGDP01259.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.136378	6.1038265
Africa Northern	#fca082	HGDP01262.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.1325865	6.1022453
Africa Northern	#fca082	HGDP01263.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.130821	5.537363
Africa Northern	#fca082	HGDP01264.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.124406	5.953107
Africa Northern	#fca082	HGDP01265.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.105337	5.9879527
Africa Northern	#fca082	HGDP01266.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.072366	6.0314384
Africa Northern	#fca082	HGDP01267.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	U	12.1057415	5.989406
Africa Northern	#fca082	HGDP01258.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.117159	5.940277
Africa Northern	#fca082	HGDP01268.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.120797	6.022819
Africa Northern	#fca082	HGDP01274.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	F	12.167649	6.2358894
Africa Northern	#fca082	HGDP01275.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	F	12.120674	5.952246
Africa Northern	#fca082	HGDP01276.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	F	12.1495905	6.1217012
Africa Northern	#fca082	HGDP01277.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	F	12.116354	6.001941
Africa Northern	#fca082	HGDP01279.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.116482	6.00669
Africa Northern	#fca082	HGDP01280.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	F	12.110562	5.9768867
Africa Northern	#fca082	HGDP01282.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.117166	5.9622397
Africa Northern	#fca082	HGDP01272.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.116828	5.954519
Africa Northern	#fca082	HGDP01257.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.164522	6.2044196
Africa Northern	#fca082	HGDP01256.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.135605	6.0874486
Africa Northern	#fca082	HGDP01255.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.131088	5.8183537
Africa Northern	#fca082	Egypt9	LazaridisNature2014	0.0	Egyptian	Egypt	30.173625	31.234131	M	12.153429	5.2612615
Africa Northern	#fca082	HGDP01257	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.165171	6.189881
Africa Northern	#fca082	HGDP01256	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.085979	6.083374
Africa Northern	#fca082	HGDP01255	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.128214	5.8280287
Africa Northern	#fca082	HGDP01254	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	F	12.107958	5.898444
Africa Northern	#fca082	HGDP01253	PattersonGenetics2012	0.0	Mozabite	Algeria	32	3	M	12.113863	5.957428
Africa Northern	#fca082	TAF010_noUDG	vandeLoosdrechtScience2018	-14721.0	Morocco_Iberomaurusian	Morocco	34.807812	-2.410889	M	12.266439	6.9399104
Africa Northern	#fca082	TAF011_noUDG	vandeLoosdrechtScience2018	-14522.0	Morocco_Iberomaurusian	Morocco	34.807812	-2.410889	M	12.266242	6.93622
Africa Northern	#fca082	TAF013_noUDG	vandeLoosdrechtScience2018	-14572.0	Morocco_Iberomaurusian	Morocco	34.807812	-2.410889	M	12.258043	6.912531
Africa Northern	#fca082	TAF014_noUDG	vandeLoosdrechtScience2018	-14572.0	Morocco_Iberomaurusian	Morocco	34.807812	-2.410889	M	12.256428	6.9050674
Africa Northern	#fca082	HGDP01261.SDG	BergstromScience2020	0.0	Mozabite_oSubSaharan.SDG	Algeria	32	3	M	12.222713	6.728341
Africa Northern	#fca082	HGDP01270.SDG	BergstromScience2020	0.0	Mozabite_oSubSaharan.SDG	Algeria	32	3	F	12.330875	10.151934
Africa Northern	#fca082	HGDP01271.SDG	BergstromScience2020	0.0	Mozabite_oSubSaharan.SDG	Algeria	32	3	M	12.260939	9.504651
Africa Northern	#fca082	S_Mozabite-1.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Mozabite.DG	Algeria	32	3	M	12.121342	5.995929
Africa Northern	#fca082	S_Mozabite-2.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Mozabite.DG	Algeria	32	3	F	12.167927	6.245941
Africa Northern	#fca082	HGDP01253.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	M	12.118466	5.965121
Africa Northern	#fca082	HGDP01254.SDG	BergstromScience2020	0.0	Mozabite.SDG	Algeria	32	3	F	12.093286	5.9134755
Africa Northern	#fca082	HGDP01260	PattersonGenetics2012	0.0	Ignore_Mozabite	Algeria	32	3	M	12.108287	6.064794
Africa Northern	#fca082	Egypt10	LazaridisNature2014	0.0	Egyptian	Egypt	30.173625	31.234131	M	12.153512	5.266764
Africa Northern	#fca082	Egypt12	LazaridisNature2014	0.0	Egyptian	Egypt	30.173625	31.234131	M	12.138701	5.4504666
Africa Northern	#fca082	Egypt11	LazaridisNature2014	0.0	Egyptian	Egypt	30.173625	31.234131	M	12.126304	5.5356565
Africa Northern	#fca082	Tunisian20B4	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	M	12.119046	5.6919446
Africa Northern	#fca082	Tunisian20D1	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	F	12.111909	6.0258417
Africa Northern	#fca082	TunisianJew1511	LazaridisNature2014	0.0	Jew_Tunisian	Tunisia	36.8	10.18333333	F	11.045229	-2.5755842
Africa Northern	#fca082	LibyanJew1605	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	M	10.908416	-2.5490134
Africa Northern	#fca082	Egypt9AQ172	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.145033	5.3319297
Africa Northern	#fca082	Algerian43A23	LazaridisNature2014	0.0	Algerian	Algeria	36.75	3.04	F	12.117086	5.994911
Africa Northern	#fca082	Egypt9AQ177	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.143824	5.4269166
Africa Northern	#fca082	Egypt7AQ172	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.153735	5.260602
Africa Northern	#fca082	Egypt12AQ172	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.154428	5.2581644
Africa Northern	#fca082	SAH20	LazaridisNature2014	0.0	Ignore_Saharawi	Morocco	27.3	-8.9	M	12.168996	6.264801
Africa Northern	#fca082	LibyanJew1611	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	M	10.971478	-2.5853083
Africa Northern	#fca082	Algerian43A32	LazaridisNature2014	0.0	Algerian	Algeria	36.75	3.04	F	12.128748	6.099556
Africa Northern	#fca082	SAH9	LazaridisNature2014	0.0	Saharawi	Morocco	27.3	-8.9	F	12.151914	6.1523085
Africa Northern	#fca082	TunisianJew1531	LazaridisNature2014	0.0	Jew_Tunisian	Tunisia	36.8	10.18333333	F	10.995575	-2.7161627
Africa Northern	#fca082	TunisianJew1170	LazaridisNature2014	0.0	Jew_Tunisian	Tunisia	36.8	10.18333333	M	11.05173	-2.7916715
Africa Northern	#fca082	Egypt8AT113	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.128383	5.5274215
Africa Northern	#fca082	MoroccanJew4692	LazaridisNature2014	0.0	Jew_Moroccan	Morocco	34.02	-6.84	F	11.078849	-2.7853532
Africa Northern	#fca082	Tunisian20C4	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	F	12.127226	5.5675845
Africa Northern	#fca082	MoroccanJew4683	LazaridisNature2014	0.0	Jew_Moroccan	Morocco	34.02	-6.84	F	10.719141	-2.7720628
Africa Northern	#fca082	LibyanJew1659	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	M	10.933169	-2.4871624
Africa Northern	#fca082	MCA9	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	F	12.126679	5.844402
Africa Northern	#fca082	MCA14	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	M	12.116706	5.9202013
Africa Northern	#fca082	MCA16	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	M	12.115978	6.0123754
Africa Northern	#fca082	MCA19	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	M	12.188231	6.4899507
Africa Northern	#fca082	MCA24	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	F	12.196484	6.152117
Africa Northern	#fca082	MCA37	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	M	12.121844	5.9591284
Africa Northern	#fca082	MCA38	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	M	12.178987	6.3933253
Africa Northern	#fca082	LibyanJew1639	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	M	10.925207	-2.5655875
Africa Northern	#fca082	MCA39	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	F	12.17945	6.241367
Africa Northern	#fca082	LIB27	LazaridisNature2016	0.0	Libyan	Libya	32.88	13.19	M	12.126225	5.565796
Africa Northern	#fca082	LIB18	LazaridisNature2016	0.0	Libyan	Libya	32.88	13.19	M	12.132459	5.481436
Africa Northern	#fca082	LIB13	LazaridisNature2016	0.0	Libyan	Libya	32.88	13.19	M	12.129571	5.5198007
Africa Northern	#fca082	LIB7	LazaridisNature2016	0.0	Libyan	Libya	32.88	13.19	M	12.131707	5.518263
Africa Northern	#fca082	BBR034	LazaridisNature2014	0.0	Berber.WGA	Morocco	33.5	5.1	M	12.137623	5.4136915
Africa Northern	#fca082	gun011_noUDG.SG	RodriguezVarelaCurrentBiology2017	-1209.0	CanaryIslands_Guanche.SG	Canary Islands	28.268611	-16.605556	M	12.128181	5.500671
Africa Northern	#fca082	Egypt22TD21	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.153947	5.2617755
Africa Northern	#fca082	LIB30	LazaridisNature2016	0.0	Libyan	Libya	32.88	13.19	F	12.132623	5.546721
Africa Northern	#fca082	Egypt3	LazaridisNature2014	0.0	Egyptian	Egypt	30.173625	31.234131	M	12.122263	5.5886993
Africa Northern	#fca082	SAH18	LazaridisNature2014	0.0	Saharawi	Morocco	27.3	-8.9	F	12.116183	6.062809
Africa Northern	#fca082	MoroccanJew5168	LazaridisNature2014	0.0	Jew_Moroccan	Morocco	34.02	-6.84	M	10.755376	-2.6736538
Africa Northern	#fca082	Tunisian20C1	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	M	12.119008	5.753464
Africa Northern	#fca082	Egypt3AQ172	LazaridisNature2014	0.0	Egyptian	Egypt	30.79	31	M	12.154394	5.240043
Africa Northern	#fca082	Algerian43A21	LazaridisNature2014	0.0	Algerian	Algeria	36.75	3.04	F	12.181574	6.0929723
Africa Northern	#fca082	Egypt15AQ172	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.1273155	5.2880416
Africa Northern	#fca082	Egypt20AQ172	LazaridisNature2014	0.0	Ignore_Egyptian	Egypt	31.04	31.38	M	12.143654	5.360033
Africa Northern	#fca082	MoroccanJew5134	LazaridisNature2014	0.0	Ignore_Jew_Moroccan	Morocco	34.02	-6.84	M	10.935752	-2.5073588
Africa Northern	#fca082	LibyanJew1601	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	M	11.043808	-2.5876236
Africa Northern	#fca082	LibyanJew1104	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	F	11.0218115	-2.6935377
Africa Northern	#fca082	Egypt19AQ172	LazaridisNature2014	0.0	Ignore_Egyptian	Egypt	31.04	31.38	M	12.155334	5.2521877
Africa Northern	#fca082	Egypt8BA65	LazaridisNature2014	0.0	Ignore_Egyptian	Egypt	31.2	29.92	M	12.191548	6.3236074
Africa Northern	#fca082	Algerian43A22	LazaridisNature2014	0.0	Algerian	Algeria	36.75	3.04	F	12.126643	6.0473433
Africa Northern	#fca082	TunisianJew1421	LazaridisNature2014	0.0	Jew_Tunisian	Tunisia	36.8	10.18333333	F	10.759112	-2.5735881
Africa Northern	#fca082	Tunisian200000	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	F	12.114037	5.7434106
Africa Northern	#fca082	LibyanJew1438	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	F	12.541219	2.094192
Africa Northern	#fca082	S_Saharawi-1.DG	MallickNature2016	0.0	Saharawi.DG	Western Sahara (Morocco)	27.3	-8.9	M	12.11529	5.998677
Africa Northern	#fca082	Egypt1	LazaridisNature2014	0.0	Egyptian	Egypt	30.173625	31.234131	M	12.11999	5.6415825
Africa Northern	#fca082	Egypt17AQ176	LazaridisNature2014	0.0	Egyptian	Egypt	31.12	30.96	M	12.14941	5.278175
Africa Northern	#fca082	Algerian43A24	LazaridisNature2014	0.0	Algerian	Algeria	36.75	3.04	F	12.173896	6.041203
Africa Northern	#fca082	SAH27	LazaridisNature2014	0.0	Saharawi	Morocco	27.3	-8.9	F	12.167029	6.217939
Africa Northern	#fca082	MoroccanJew5126	LazaridisNature2014	0.0	Jew_Moroccan	Morocco	34.02	-6.84	M	10.748353	-2.7005966
Africa Northern	#fca082	Egypt5AQ172	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.152838	5.2628903
Africa Northern	#fca082	MoroccanJew4789	LazaridisNature2014	0.0	Jew_Moroccan	Morocco	34.02	-6.84	F	11.094069	-2.7225177
Africa Northern	#fca082	Tunisian20A5	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	F	12.121219	6.0053973
Africa Northern	#fca082	SAH34	LazaridisNature2014	0.0	Saharawi	Morocco	27.3	-8.9	F	12.16919	6.2282767
Africa Northern	#fca082	TunisianJew1544	LazaridisNature2014	0.0	Jew_Tunisian	Tunisia	36.8	10.18333333	F	11.090802	-2.70342
Africa Northern	#fca082	Tunisian20D4	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	F	12.173043	6.0855627
Africa Northern	#fca082	TunisianJew1507	LazaridisNature2014	0.0	Jew_Tunisian	Tunisia	36.8	10.18333333	M	12.6453705	2.0181012
Africa Northern	#fca082	Tunisian20F4	LazaridisNature2014	0.0	Tunisian	Tunisia	36.82	10.17	M	12.116786	5.668048
Africa Northern	#fca082	SAH24	LazaridisNature2014	0.0	Saharawi	Morocco	27.3	-8.9	F	12.119542	6.1319475
Africa Northern	#fca082	MoroccanJew4634	LazaridisNature2014	0.0	Jew_Moroccan	Morocco	34.02	-6.84	M	10.823103	-2.6302128
Africa Northern	#fca082	SAH21	LazaridisNature2014	0.0	Saharawi	Morocco	27.3	-8.9	F	12.139635	6.100305
Africa Northern	#fca082	TunisianJew1763	LazaridisNature2014	0.0	Jew_Tunisian	Tunisia	36.8	10.18333333	M	11.071403	-2.6588142
Africa Northern	#fca082	Algerian43A13	LazaridisNature2014	0.0	Algerian	Algeria	36.75	3.04	M	12.128102	5.999611
Africa Northern	#fca082	Algerian43A34	LazaridisNature2014	0.0	Algerian	Algeria	36.75	3.04	M	12.132114	5.6562552
Africa Northern	#fca082	Egypt1AQ172	LazaridisNature2014	0.0	Egyptian	Egypt	31.04	31.38	M	12.155307	5.248661
Africa Northern	#fca082	LibyanJew1462	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	F	10.941768	-2.534973
Africa Northern	#fca082	LibyanJew1263	LazaridisNature2014	0.0	Jew_Libyan	Libya	32.91666667	13.18333333	F	10.923957	-2.5240848
Africa Northern	#fca082	S_Saharawi-2.DG	MallickNature2016	0.0	Saharawi.DG	Western Sahara (Morocco)	27.3	-8.9	M	12.139495	6.096018
Africa Northern	#fca082	MCA7	LazaridisNature2016	0.0	Moroccan	Morocco	33.53	-7.58	M	12.114726	6.009712
Africa Sub-Saharan	#e32f27	NA19130.SG	1KGPhase3	0.0	YRI.SG	Nigeria	7.396389	3.916667	M	13.449214	12.975558
Africa Sub-Saharan	#e32f27	NA19238.SG	1KGPhase3	0.0	YRI.SG	Nigeria	7.396389	3.916667	F	13.526868	13.272178
Africa Sub-Saharan	#e32f27	HGDP01202	PattersonGenetics2012	0.0	Mandenka	Senegal	12	-12	M	13.623179	13.27881
Africa Sub-Saharan	#e32f27	HGDP01201	PattersonGenetics2012	0.0	Ignore_Mandenka_relative	Senegal	12	-12	F	13.63055	13.445224
Africa Sub-Saharan	#e32f27	HGDP01200	PattersonGenetics2012	0.0	Mandenka	Senegal	12	-12	M	13.352267	13.267733
Africa Sub-Saharan	#e32f27	HGDP01199	PattersonGenetics2012	0.0	Mandenka	Senegal	12	-12	M	13.48399	13.016349
Africa Sub-Saharan	#e32f27	S_Ju_hoan_North-2.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Ju_hoan_North.DG	Namibia	-18.93725689	21.45244764	M	7.158711	13.666887
Africa Sub-Saharan	#e32f27	HGDP01094	PattersonGenetics2012	0.0	Biaka	Central African Republic	4	17	M	7.9826035	14.630377
Africa Sub-Saharan	#e32f27	HGDP01090	PattersonGenetics2012	0.0	Biaka	Central African Republic	4	17	M	7.9580135	14.6065855
Africa Sub-Saharan	#e32f27	HGDP01086	PattersonGenetics2012	0.0	Biaka	Central African Republic	4	17	M	8.007922	14.657189
Africa Sub-Saharan	#e32f27	HGDP01081	PattersonGenetics2012	0.0	Mbuti	Congo	1	29	M	7.3726315	14.153881
Africa Sub-Saharan	#e32f27	S_Ju_hoan_North-1.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Ju_hoan_North.DG	Namibia	-18.93725689	21.45244764	M	7.152889	13.659641
Africa Sub-Saharan	#e32f27	S_Ju_hoan_North-3.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	Ju_hoan_North.DG	Namibia	-18.93725689	21.45244764	M	7.1385245	13.64846
Africa Sub-Saharan	#e32f27	B_Ju_hoan_North-4.DG	PrueferNature2013	0.0	Ju_hoan_North.DG	Namibia	-18.93725689	21.45244764	M	7.1567254	13.663341
Africa Sub-Saharan	#e32f27	HGDP00987.SDG	BergstromScience2020	0.0	Ju_hoan_North.SDG	Namibia	-18.93725689	21.45244764	M	7.1520514	13.659012
Africa Sub-Saharan	#e32f27	HGDP00991.SDG	BergstromScience2020	0.0	Ju_hoan_North.SDG	Namibia	-18.93725689	21.45244764	M	7.1531177	13.659769
Africa Sub-Saharan	#e32f27	HGDP00992.SDG	BergstromScience2020	0.0	Ju_hoan_North.SDG	Namibia	-18.93725689	21.45244764	M	7.159174	13.666622
Africa Sub-Saharan	#e32f27	HGDP01032.SDG	BergstromScience2020	0.0	Ju_hoan_North.SDG	Namibia	-18.93725689	21.45244764	M	7.157582	13.665811
Africa Sub-Saharan	#e32f27	HGDP01036.SDG	BergstromScience2020	0.0	Ju_hoan_North.SDG	Namibia	-18.93725689	21.45244764	M	7.160563	13.668214
Africa Sub-Saharan	#e32f27	HGDP01036	PattersonGenetics2012	0.0	Ju_hoan_North	Namibia	-18.93725689	21.45244764	M	7.1700315	13.681
Africa Sub-Saharan	#e32f27	HGDP01035	PattersonGenetics2012	0.0	Namibia_Bantu_Herero	Namibia	-22	19	M	10.543031	11.297
Africa Sub-Saharan	#e32f27	HGDP01034	PattersonGenetics2012	0.0	BantuSA	Botswana	-28	24	M	7.8364005	14.457993
Africa Sub-Saharan	#e32f27	NA19239.SG	1KGPhase3	0.0	YRI.SG	Nigeria	7.396389	3.916667	M	13.764307	13.4078
Africa Sub-Saharan	#e32f27	NA19247.SG	1KGPhase3	0.0	YRI.SG	Nigeria	7.396389	3.916667	F	13.677296	13.207173
Africa Sub-Saharan	#e32f27	NA19248.SG	1KGPhase3	0.0	YRI.SG	Nigeria	7.396389	3.916667	M	13.396555	13.143247
Africa Sub-Saharan	#e32f27	NA19256.SG	1KGPhase3	0.0	YRI.SG	Nigeria	7.396389	3.916667	M	13.77822	13.75432
Africa Sub-Saharan	#e32f27	HGDP01412.SDG	BergstromScience2020	0.0	Ignore_BantuKenya(relative).SDG	Kenya	-3	37	M	10.873482	11.0522175
Africa Sub-Saharan	#e32f27	HGDP00452.SDG	BergstromScience2020	0.0	Ignore_Biaka.SDG	Central African Republic	4	17	M	8.003979	14.65318
Africa Sub-Saharan	#e32f27	HGDP00453.SDG	BergstromScience2020	0.0	Ignore_Biaka.SDG	Central African Republic	4	17	M	8.028845	14.677376
Africa Sub-Saharan	#e32f27	HGDP00479.SDG	BergstromScience2020	0.0	Ignore_Biaka.SDG	Central African Republic	4	17	M	7.9749064	14.623603
Africa Sub-Saharan	#e32f27	A_Ju_hoan_North-5.DG	MeyerScience2012	0.0	Ignore_Ju_hoan_North(discovery).DG	Namibia	-18.93725689	21.45244764	M	7.1704807	13.683014
